id,description,en
action.action,Label for action button in dropdown menu,Action
action.archive,Label for archive record button in dropdown menu,Archive Record
action.assignee,Label for assignee,Assigned to {name} at {officeName}
action.correct,Label for correct record button in dropdown menu,Correct Record
action.issue,Label for issue certificate in dropdown menu,Issue certificate
action.noActionsAvailable,No actions available message,No actions available
action.print,Label for print certified copy in dropdown menu,Print certified copy
action.reinstate,Label for reinstate record button in dropdown menu,Reinstate Record
action.review.correction,Label for review correction request button in dropdown menu,Review correction request
action.review.declaration,Label for review record button in dropdown menu,"Review {isDuplicate, select, true{potential duplicate} other{declaration}}"
action.update,Label for update record button in dropdown menu,Update declaration
action.view,Label for view button in dropdown menu,View {recordOrDeclaration}
actionModal.cancel,The label for cancel button of action modal,Cancel
actionModal.confirm,The label for confirm button of action modal,Confirm
actionModal.description,The description for action modal,The informant will be notified of this decision and a record of this decision will be recorded.
actions.edit,Edit action label,Edit
actions.notify,Notify action label,Notify
actions.read,Action label for reading a record from the workqueue,Review
advancedSearch.accordion.hide,Label for hide button when accordion is closed,Hide
advancedSearch.accordion.show,Label for show button when accordion is closed,Show
advancedSearch.form.childDetails,The title of Child details accordion,Child details
advancedSearch.form.dateOfRegistration,Label for input date of registration,Date of registration
advancedSearch.form.deceasedDetails,The title of Deceased details accordion,Deceased details
advancedSearch.form.eventDetails,The title of event details accordion,Event details
advancedSearch.form.fatherDetails,The title of Father details accordion,Father details
advancedSearch.form.informantDetails,The title informant details form,Informant details
advancedSearch.form.motherDetails,The title of Mother details accordion,Mother details
advancedSearch.form.placeOfRegistration,Label for input Place of registration,Place of registration
advancedSearch.form.placeOfRegistrationHelperText,Helper text for input Place of registration,"Search for a province, district or registration office"
advancedSearch.form.recordStatusAchived,Option for form field: status of record,Archived
advancedSearch.form.recordStatusAny,Option for form field: status of record,Any status
advancedSearch.form.recordStatusArchived,Option for form field: status of record,Archived
advancedSearch.form.recordStatusCertified,Option for form field: status of record,Certified
advancedSearch.form.recordStatusCorrectionRequested,Option for form field: status of record,Correction requested
advancedSearch.form.recordStatusDeclared,Option for form field: status of record,Declared
advancedSearch.form.recordStatusInReview,Option for form field: status of record,In review
advancedSearch.form.recordStatusInprogress,Option for form field: status of record,In progress
advancedSearch.form.recordStatusNotified,Option for form field: status of record,Notified
advancedSearch.form.recordStatusRegistered,Option for form field: status of record,Registered
advancedSearch.form.recordStatusRequireUpdate,Option for form field: status of record,Requires updates
advancedSearch.form.recordStatusValidated,Option for form field: status of record,Validated
advancedSearch.form.registrationDetails,The title of Registration details accordion,Registration details
advancedSearch.form.statusOfRecordLabel,Label for input Status of record,Status of record
advancedSearch.form.timePeriodHelperText,Helper text for input Time period,Period of time since the record status changed
advancedSearch.form.timePeriodLabel,Label for input Time period,Time period
advancedSearch.registeredAt,Label for date of registration field,Date of the registration was accepted
advancedSearch.registeredAtLocation,Label for place of registration field,Place of registration
advancedSearch.registeredAtLocation.helperText,Helper text for place of registration field,"Search for a province, district or registration office"
advancedSearch.registrationNumber,Label for registration number field,Registration number
advancedSearch.status,Label for status field,Status of record
advancedSearch.trackingId,Label for tracking ID field,Tracking ID
advancedSearch.updatedAt,Label for date of update field,Time period
advancedSearch.updatedAt.helperText,Helper text for date of update field,Period of time since the record status changed
advancedSearchResult.pill.childDoB,The label for child d.o.b in active advancedSearchParams,Child d.o.b
advancedSearchResult.pill.childFirstName,The label for child firstname in active advancedSearchParams,Child firstname
advancedSearchResult.pill.childLastName,The label for child lastname in active advancedSearchParams,Child lastname
advancedSearchResult.pill.deceasedDoB,The label for deceased d.o.b in active advancedSearchParams,Deceased d.o.b
advancedSearchResult.pill.deceasedFirstName,The label for deceased firstname in active advancedSearchParams,Deceased Ffirstname
advancedSearchResult.pill.deceasedLastName,The label for deceased lastname in active advancedSearchParams,Deceased lastname
advancedSearchResult.pill.event,The label for event param in active advancedSearchParams,Event
advancedSearchResult.pill.eventDate,The label for event date param in active advancedSearchParams,Event date
advancedSearchResult.pill.eventLocation,The label for event location in active advancedSearchParams,Event location
advancedSearchResult.pill.fatherDoB,The label for father d.o.b in active advancedSearchParams,Father d.o.b
advancedSearchResult.pill.fatherFirstName,The label for father firstname in active advancedSearchParams,Father firstname
advancedSearchResult.pill.fatherLastName,The label for father lastname in active advancedSearchParams,Father lastname
advancedSearchResult.pill.gender,The label for gender in active advancedSearchParams,Sex
advancedSearchResult.pill.informantDoB,The label for informant d.o.b in active advancedSearchParams,Informant d.o.b
advancedSearchResult.pill.informantFirstName,The label for informant firstname in active advancedSearchParams,Informant Firstname
advancedSearchResult.pill.informantLastName,The label for informant lastname in active advancedSearchParams,Informant lastname
advancedSearchResult.pill.motherDoB,The label for mother d.o.b in active advancedSearchParams,Mother d.o.b
advancedSearchResult.pill.motherFirstName,The label for mother firstname in active advancedSearchParams,Mother firstname
advancedSearchResult.pill.motherLastName,The label for mother lastname in active advancedSearchParams,Mother lastname
advancedSearchResult.pill.regDate,The label for  registration date in active advancedSearchParams,Registration date
advancedSearchResult.pill.regLocation,The label for event location in active advancedSearchParams,Location
advancedSearchResult.pill.regNumber,The label for registration number in active advancedSearchParams,Registration number
advancedSearchResult.pill.registationStatus,The label for registration Status param in active advancedSearchParams,Registration status
advancedSearchResult.pill.timePeriod,The label for time period in active advancedSearchParams,Time period
advancedSearchResult.pill.trackingId,The label for tracking id in active advancedSearchParams,Tracking ID
advancedSearchResult.table.noResult,The label for no result in advancedSearchResult page,No result
advancedSearchResult.table.searchResult,The label for search result header in advancedSearchResult page,Search results
buttons.add,Add button text on form config,Add
buttons.apply,Apply button label,Apply
buttons.approve,Approve button text,Approve
buttons.archive,Archive button text,Archive
buttons.assign,Assign button label,Assign
buttons.back,Back button text,Back
buttons.backToReview,Back to review button text,Back to review
buttons.cancel,Cancel button text in the modal,Cancel
buttons.change,The label for the change button,Change
buttons.changeAll,The label for the change all button,Change all
buttons.closeDeclaration,Close declaration button text,Close declaration
buttons.configure,Configure button text,Configure
buttons.confirm,Label used for confirm button,Confirm
buttons.continue,Label used for continue button,Continue
buttons.copied,Copied button text,Copied
buttons.copy,Copy button text,Copy
buttons.correctRecord,Record corrected button text,Correct record
buttons.create,Label for submit button of client integration creation form,Create
buttons.delete,Delete button,Delete
buttons.deleteDeclaration,The label for the delete declaration button,Delete declaration
buttons.edit,Edit button text,Edit
buttons.editRecord,Correct record button text on review certificate,"No, make correction"
buttons.editRegistration,Edit registration button text,Edit Registration
buttons.exactDateUnknown,Label for DateRangePickerForFormField components daterangepicker toggle button,Exact date unknown
buttons.exit,The label for the exit button,Exit
buttons.finish,The label for finish printing certificate button,Finish
buttons.forgotPassword,The label for forgot password button,Forgot password
buttons.forgottenPIN,The label for forgotten pin button,Forgotten PIN
buttons.goToHomePage,Label for Go to Homepage button,Back to home
buttons.issue,Button for issuing,Issue
buttons.login,The title that appears in step one of the form,Login
buttons.logout,logout title,Logout
buttons.makeCorrection,Make correction button text on correction summary,Make correction
buttons.next,The label for next button,Next
buttons.no,No button text,No
buttons.preview,Preview button,Preview
buttons.print,,Print
buttons.printDeclaration,Print declaration button text,Print declaration
buttons.publish,Publish button text on form config,Publish
buttons.refresh,Refresh button,Refresh
buttons.register,Label for button on register confirmation modal,Register
buttons.reinstate,Label for reinstate button,Reinstate
buttons.reject,A label for reject link,Reject
buttons.rejectDeclaration,Reject declaration button text,Reject declaration
buttons.replace,Label for replacing the whole section in review form,Change all
buttons.retry,The title of retry button for failed declaration,Retry
buttons.review,Review button text,Review
buttons.save,Save Button Text,Save
buttons.saveAndExit,Save & exit Button Text,Save & exit
buttons.saveExit,The label for the save and exit button,Save & Exit
buttons.saving,Saving Button Text,Saving...
buttons.search,Label for search button,Search
buttons.select,The select title,Select
buttons.send,Submit button on submit modal,Send
buttons.sendForApproval,Title for complete submit button,Send For approval
buttons.sendForReview,Submit Button Text,Send For review
buttons.sendForUpdates,,Send for updates
buttons.sendIncomplete,Title for Incomplete submit button,Send incomplete
buttons.settings,Menu item settings,Settings
buttons.start,Label of start button,Start
buttons.status,Label of status button,Status
buttons.submitCorrectionRequest,Submit correction request button text,Submit correction request
buttons.unassign,Unassign button label,Unassign
buttons.update,The title of update button for draft declaration,Update
buttons.upload,Upload buttton,Upload
buttons.verify,Label for verify password button,Verify
buttons.view,Label for link button view,View
buttons.yes,Yes button text,Yes
certificate.confirmCorrect,Edit,Edit
certificate.isCertificateCorrect,Question asking the user if the information on the  certificate is correct,Is the {event} certificate correct?
certificate.parent.details.label.age,Person age,Age
certificate.parent.details.label.dateOfBirth,Parent Date of Birth,Date of Birth
certificate.parent.details.label.familyName,Parent last name,Last Name
certificate.parent.details.label.familyNameInEng,Parent last name,Last Name(in english)
certificate.parent.details.label.firstName,Parent first names,First Name(s)
certificate.parent.details.label.firstNameInEng,Parent first names,First Name(s)(in english)
certificate.parent.details.label.nationality,Parent Nationality,Nationality
certificate.parent.details.label.number,Parent number,Number
certificate.parent.details.label.typeOfID,Parent Type of ID,Type of ID
certificate.receipt.amount,Amount paid for certificate label,"Amount paid:

"
certificate.receipt.amountDue,The label for due amount,Fee
certificate.receipt.birthService.after,Amount due on certificate for birth label,Birth registration after {target} days of date of birth
certificate.receipt.birthService.before,Amount due on certificate for birth label before target days,Birth registration before {target} days of date of birth
certificate.receipt.birthService.between,Amount due on certificate for birth label,Birth registration between {target} days and {latetarget} days of date of birth
certificate.receipt.deathService.after,Amount due on certificate for death label,Death registration after {target} days of date of death
certificate.receipt.deathService.before,Amount due on certificate for death label before target days,Death registration before {target} days of date of death
certificate.receipt.header,Receipt header for payment on certificate,Receipt for {event} Certificate of
certificate.receipt.issuedAt,Receipt on payment on certificate issued at label,Issued at:
certificate.receipt.issuer,Issuer information for receipt of certificate payment label,"By: {role}, {name}
 Date of payment: {dateOfPayment}"
certificate.receipt.marriageService.after,Amount due on certificate for marriage label,Marriage registration after {target} days of date of marriage
certificate.receipt.marriageService.before,Amount due on certificate for marriage label before target days,Marriage registration before {target} days of date of marriage
certificate.receipt.service,Service received for receipt label,Service
certificate.receipt.subheader,Subheader for receipt on payment on certificate,{event} Registration after {DOBDiff} of {DOE}
certificate.selectTemplate,The title of select certificate template action,Type
certificate.selectedTemplate,The title of selected certificate template label,Selected certificate template
changeEmail.validation.msg,Phone number validation message,Must be a valid email address
changeModal.continue,The label for continue button of change modal,Continue
changeModal.description,The description for change modal,A record will be created of any changes you make
changeModal.title,The title for change modal,Edit declaration?
changePhone.validation.msg,Phone number validation message,Must be a valid {num} digit number that starts with {start}
config.advanced.search,This is used for the advanced search,Advanced Search
config.advanced.search.instruction,This is used for the advanced search,Select the options to build an advanced search. A minimum of two search parameters is required.
config.application.birthTabTitle,The title for birth tab,Birth
config.application.birthTabTitleExport,The title for birth tab for VSExport,Births
config.application.deathTabTitle,The title for death tab,Death
config.application.deathTabTitleExport,The title for death tab for VSExport,Deaths
config.application.emptystate,Vital Statistics Export Empty State Text,The previous month's vital statistics data (based on vital event registrations occurring within that month) will become available for you to export as of the 1st of every month. Large CSV files cannot be opened in Excel and should therefore be opened in a statistical program such as {posit}.
config.application.export,Download Export CSV,Export
config.application.vitalStatistics,Vital Statistics Export,"Month-{month}-Farajaland-{event, select, birth{birth} death{death} other{birth}}-event-statistics.csv {fileSize}"
config.application.vsExportDownloadFailed,Vital Statistics Export Empty State Text,Sorry! Something went wrong
config.application.vsexport,VS Export tab,Vital statistics
config.certTemplate,Label for certificate templates,Certificate Template
config.certificate.options,Show options,Options
config.emailAllUsers.modal.supportingCopy,Label for send email all users confirmation supporting copy,User will receive emails over the next 24 hours
config.emailAllUsers.modal.title,Label for send email all users confirmation title,Send email to all users?
config.emailAllUsers.subtitle,Subtitle for email all users,This email will be sent to all users who are active. Emails will be sent over the next 24 hours. Only one email can be sent per day
config.emailAllUsers.title,Title for email all users,Email all users
config.userRoles.language,Language name,{language}
configuration.dateFormat,Default format for date values,d MMMM y
configuration.timeField.outputFormat,Default format for time values,HH:mm
configuration.timeFormat,Time format for timestamps in event history,"MMMM dd, yyyy · hh.mm a"
conflicts.modal.assign.description,Description for modal when assign,Please note you will have sole access to this record. Please make any updates promptly otherwise unassign the record.
conflicts.modal.assign.title,Title for modal when assign,Assign record?
conflicts.modal.assigned.description,Description for modal when record already assigned,{name} at {officeName} has sole editable access to this record
conflicts.modal.assigned.title,Title for modal when record already assigned,Assigned record
conflicts.modal.regUnassign.description,Description for modal when registrar wants to unassign an assigned user,{name} at {officeName} currently has sole editable access to this record. Unassigning this record will mean their current edits will be lost. Please confirm you wish to continue.
conflicts.modal.selfUnassign.description,Description for modal when user wants to unassign him/herself,Unassigning this record will mean that any current edits will be lost. Please confirm you wish to continue.
conflicts.modal.unassign.title,Title for modal when unassign record,Unassign record?
constants.PIN,PIN label,PIN
constants.address,Label for address,Address
constants.ageVerificationApiUser,The description for AGE_VERIFICATION_API_USER role,Age verificatiion API role
constants.allEvents,Label for select option All events,All events
constants.allStatuses,Label for select option All statuses,All statuses
constants.apiUser,The description for API_USER role,API role
constants.application.title,Application title,Application
constants.applicationName,Declaration name of CRVS,OpenCRVS
constants.archived_declaration,Application has been archived,Archived
constants.assignRecord,A label for the Assign record -button,Assign record
constants.audit,Audit heading,Audit
constants.averageRateOfRegistrations,A label for Average rate of registrations,avg. {amount}%
constants.birth,A label from the birth event,Birth
constants.births,A label from the births event,Births
constants.by,Label for By (the person who performed the action),By
constants.certificate.title,Certificate title,Certificate
constants.certificationPaymentTitle,Label for certification payment performance reports,"Payment collected for {event, select, birth{birth} death{death} other{birth}} certificates"
constants.certified,A label for certified,certified
constants.cha,The description for CHA type,CHA
constants.chairman,The description for CHAIRMAN type,Chairman
constants.collected,The status label for collected,collected
constants.collectedBy,The collected by sec text,Collected by
constants.collectorDetails,Label for collector details,Collector Details
constants.comment,Label for rejection comment,Comment
constants.communityLeader,The description for Community Leader type,Community Leader
constants.countryName,Name of the OpenCRVS implementation country,Farajaland
constants.customTimePeriod,Label for Custom time period,Custom time period
constants.dataEntryClerk,The description for DATA_ENTRY_CLERK type,Data entry clerk
constants.dateOfDeclaration,Date of declaration label,Date of declaration
constants.death,A label from the death event,Death
constants.deaths,A label from the deaths event,Deaths
constants.declaration,A label for declaration,declaration
constants.declarationCollectedOn,Label for the workflow timestamp when the status is collected,Certificate collected on
constants.declarationFailedOn,Label for the workflow timestamp when the status is failed,Failed to send on
constants.declarationRegisteredOn,Label for the workflow timestamp when the status is registered,Declaration registered on
constants.declarationRejectedOn,Label for the workflow timestamp when the status is rejected,Declaration sent for updates on
constants.declarationRequestedCorrectionOn,Label for the workflow timestamp when the status is requested correction,Declaration requested correction on
constants.declarationSentForExternalValidationOn,Label for the workflow timestamp when the status is waiting_validation,Declaration sent for external validation on
constants.declarationStarted,Label for table header column Declaration started,Started
constants.declarationStartedBy,Label for table header column Started by,Started by
constants.declarationStartedOn,Label for the workflow timestamp when the status is draft created,Started on
constants.declarationState,A label to describe when the declaration was actioned on,Declaration {action} on
constants.declarationSubmittedOn,Label for the workflow timestamp when the status is declaration,Declaration submitted on
constants.declarationUpdatedOn,Label for the workflow timestamp when the status is draft updated,Updated on
constants.declarationValidatedOn,Label for the workflow timestamp when the status is validated,Declaration reviewed on
constants.declarations,Declaration title,Declarations
constants.declarationsCount,A label for declarations count,Declarations ({totalItems})
constants.declrationArchivedOn,Label for the workflow timestamp when the status is archived,Application archived on
constants.districtRegistrar,The description for DISTRICT_REGISTRAR role,District Registrar
constants.dnrpc,The description for DNRPC type,DNRPC
constants.dob,Date of birth label,D.o.B.
constants.dod,Label for DoD in work queue list item,D.o.D
constants.downloaded,Label for application download status Downloaded,Downloaded
constants.downloading,Label for declaration download status Downloading,Downloading...
constants.draft,A label for draft,Draft
constants.duplicateOf,table header for `duplicate of` in record audit,Duplicate of
constants.emailAddress,Label used for email address input field,Email Address
constants.emailBody,Label for email body input,Message
constants.emailSubject,Label for email subject input,Subject
constants.entrepeneur,The description for ENTREPENEUR type,Entrepeneur
constants.estimatedNumberOfEvents,A label for Estimated number of events,"Estimated no. of {eventType, select, birth {birth} death {death} other {birth}}s"
constants.estimatedNumberOfRegistartion,A label for estimated no. of registrations,Estimated no. of registrations
constants.estimatedTargetDaysRegistrationTitle,A label for estimated vs total registered in {registrationTargetDays} days,Estimated vs total registered in {registrationTargetDays} days
constants.event,Label for Event of event in work queue list item,Event
constants.eventDate,Label for event date in list item,Date of event
constants.eventType,Label for table header column Event type,Event
constants.export,Label used for export,Export
constants.failedToSend,Label for declaration status Failed,Failed to send
constants.female,The duplicates text for female,Female
constants.femaleOver18,Label for femaleOver18,Female Over 18
constants.femaleUnder18,Label for femaleUnder18,Female Under 18
constants.fieldAgent,The description for FIELD_AGENT role,Field Agent
constants.form.title,Form Declaration title,Declaration forms
constants.from,Label for text From,From
constants.gender,Gender label,Gender
constants.healthDivision,The description for HEALTH_DIVISION type,Health Division
constants.healthcareWorker,The description for Healthcare Worker type,Healthcare Worker
constants.history,History heading,History
constants.humanName,A localized order of the full name,{firstName} {middleName} {lastName}
constants.id,ID Label,ID
constants.idCheckWithoutVerify,Issuance without the confirmation of proof,Continue without proof of ID?
constants.inReview.status,A label for In Review,In Review
constants.incomplete.status,A label for Incomplete,Incomplete
constants.informant,Informant Label,Informant
constants.informantContactNumber,The title of contact number label,Informant contact number
constants.integrations,Integration title,Integrations
constants.issueCertificate,Label for issue certificate,Issue Certificate
constants.issueConfirmationMessage,Confirmation of issuance,Please confirm that the certificate has been issued to the informant or collector.
constants.issueToBride,Issuing to bride,Issue to bride
constants.issueToFather,Issuing to father,Issue to father
constants.issueToGroom,Issuing to groom,Issue to groom
constants.issueToInformant,Issuance of death to informant,Issue to informant ({informant})
constants.issueToMother,Issuing to mother,Issue to mother
constants.issueToSomeoneElse,Issuing to someone else,Issue to someone else
constants.issuedBy,The issued by sec text,Issued by
constants.label.action,Action Label,Action
constants.label.date,Date Label,Date
constants.language,language label,Language
constants.last12Months,Label for preset date range Last 12 months,Last 12 months
constants.last30Days,Label for  preset date range Last 30 days,Last 30 days
constants.lastEdited,Label for rejection date in work queue list item,Last edited
constants.lastUpdated,Label for Last updated in list item,Last updated
constants.loadMore,A label for load more,Load more
constants.localRegistrar,The description for LOCAL_REGISTRAR role,Registrar
constants.location,Label for location,Location
constants.male,The duplicates text for male,Male
constants.maleOver18,Label for maleOver18,Male Over 18
constants.maleUnder18,Label for maleUnder18,Male Under 18
constants.marriage,A label from the marriage event,Marriage
constants.marriages,A label from the marriages event,Marriages
constants.matchedTo,table header for `Matched to` in record audit,Matched to
constants.mayor,The description for MAYOR type,Mayor
constants.month,Label for month,Month
constants.name,Name label,Name
constants.nationalRegistrar,The description for NATIONAL_REGISTRAR role,National Registrar
constants.nationalSystemAdmin,The description for System admin (national),System admin (national)
constants.noConnection,No Connection hover text,No connection
constants.noNameProvided,Label for empty title,No name provided
constants.noResults,Text to display if the search return no results for the current filters,No result
constants.noResultsOutbox,Text to display if there is no items in outbox,No records require processing
constants.notificationApiUser,The description for NOTIFICATION_API_USER role,Notification API role
constants.notificationSent,label for notification sent,Notification sent
constants.orgDivision,The description for ORG_DIVISION type,ORG Division
constants.over5Years,Label for registrations over 5 years,Over 5 years
constants.password,Password label,Password
constants.pendingConnection,Label for declaration status Pending Connection,Pending connection
constants.percentageOfEstimation,A label for percentage of estimate,Percentage of estimate
constants.performance,Performance title,Performance
constants.performanceManagement,The description for Performance Management role,Performance Management
constants.phoneNumber,Label used for phone number input field,Phone number
constants.policeOfficer,The description for Police Officer type,Police Officer
constants.reason,Label for rejection correction reason,Reason
constants.record,Label for header table header Record,Record
constants.refresh,label for refresh,Refresh
constants.registered,A label for registered,registered
constants.registered.status,A label for registered,Registered
constants.registeredAt,Label for comparison row registeredAt type,Registered at
constants.registeredBy,Label for comparison row registeredBy type,Registered by
constants.registeredInTargetd,A label for Registered in {registrationTargetDays} days,Registered in {registrationTargetDays} days
constants.registeredWithinTargetd,A label for Registered {registrationTargetDays} within  days of event,"Registered within
{registrationTargetDays} days of event"
constants.registrationAgent,The description for REGISTRATION_AGENT role,Registration Agent
constants.registrationNumber,Label for registered number,Reg no.
constants.rejected,A label for rejected,rejected
constants.rejectedDays,The title of rejected days of declaration,Sent for updates {text}
constants.relationship,Relationship Label for death,Relationship
constants.requestReason,Label for Reason the declaration was corrected,Reason for request
constants.requestedCorrection,A label for requested correction,requested correction
constants.requireUpdatesLoading,The text when all rejected declarations are loading,Checking your declarations
constants.requiresUpdates.status,A label for Requires updates,Requires updates
constants.review,A label from the review button,Review
constants.role,Role label,Role
constants.search,The title of the page,Search
constants.secretary,The description for SECRETARY type,Secretary
constants.sending,Label for declaration status Submitting,Sending...
constants.sentForApproval,label for sent for approval,Sent for approval
constants.sentForReview,label for sent for review,Sent for review
constants.sentForUpdates,label for sent for updates,Sent for updates
constants.sentForUpdatesOn,Label for rejection date in work queue list item,Sent for updates on
constants.sentForValidation,label for sent for validation,Sent for validation
constants.sentOn,Label for rejection date in work queue list item,Sent on
constants.sent_incomplete,Declaration submitted without completing the required fields,Sent incomplete
constants.showMore,Label for show more link,Show next {pageSize}
constants.skipToMainContent,Label for a keyboard accessibility link which skips to the main content,Skip to main content
constants.socialWorker,The description for Hospital Clerk type,Hospital Clerk
constants.startedAt,Label for Started At in list item,Started
constants.startedBy,Label for Started by in list item,Started by
constants.stateRegistrar,The description for STATE_REGISTRAR role,State Registrar
constants.status,Title for column,Status
constants.submissionStatus,Label for table header of column Submission status,Submission status
constants.submitted,A label for submitted,submitted
constants.systemrole,System Role label,System Role
constants.timeFramesTitle,Header for tabel performance timeframs,"{event, select, birth{Birth} death{Death} other{Birth}} registered by time period, from date of occurrence"
constants.timeInProgress,Label for column Time in progress,Time in progress
constants.timePeriod,A label for Time period,Time period
constants.timeReadyForReview,Label for column Time in ready for review,Time in ready for review
constants.timeReadyToPrint,Label for column Time in ready to print,Time in ready to print
constants.timeRequireUpdates,Label for column Time in require updates,Time in require updates
constants.timeWaitingExternalValidation,Label for column Time in external validation BRIS,Time in external validation
constants.timeWatingApproval,Label for column Time in waiting for approval,Time in waiting for approval
constants.to,Used in sentence,to
constants.toCapitalized,Label for To,To
constants.total,Label for total,Total
constants.totalFileSizeExceed,Accumulated File size exceed message,Total size of documents exceeds {fileSize}. Please reduce file size of your uploads
constants.totalRegistered,A label for Total registered,Total registered
constants.totalRegisteredInTargetDays,A label for total registered in {registrationTargetDays} days,Total registered in {registrationTargetDays} days
constants.trackingId,Search menu tracking id type,Tracking ID
constants.type,Label for type of event in work queue list item,Type
constants.update,The title of reject button in list item actions,Update
constants.updated,Application has been updated,Updated
constants.updated_declaration,Declaration has been updated,Updated declaration
constants.user,The name of the user form,User
constants.user.role,Label for role input in user creation,Role
constants.username,The name of the user name form,Username
constants.validated,A label for validated,validated
constants.validatorApiUser,The description for VALIDATOR_API_USER role,Validator API role
constants.viewAll,Label for view all link,View all
constants.waitingToSend,Label for declaration status Ready to Submit,Waiting to send
constants.waitingValidated,A label for waitingValidated,Waiting for validation
constants.waitingValidation,A label for waitingValidation,sent for validation
constants.week,Label for week,Week
constants.within1YearTo5Years,Label for registrations within 1 year to 5 years,1 year - 5 years
constants.withinTargetDays,Label for registrations within {registrationTargetDays} days,Within {registrationTargetDays} days
constants.withinTargetDaysTo1Year,Label for registrations within {registrationTargetDays} days to 1 year,{registrationTargetDays} days - 1 year
correction.certificate.corrector.idCheck,The title for id check component,Verify their identity
correction.certificate.corrector.idCheckVerify,The label for id check component action when verify details,Verified
correction.certificate.corrector.idCheckWithoutVerify,The label for id check component action when does not verify details,Identity does not match
correction.certificate.corrector.otherIdCheck,The title for other id check component,Have you checked their proof of identification?
correction.correctRecordDialog.description,The description for the dialog when record correction sent by a registrar,Approving this correction will permanently update the official record.
correction.correctRecordDialog.title,The title for the dialog when record correction sent by a registrar,Correct record ?
correction.correctionForApprovalDialog.actions.cancel,The cancel button for the dialog when record correction sent by registration agent for approval,Cancel
correction.correctionForApprovalDialog.actions.send,The send button for the dialog when record correction sent by registration agent for approval,Confirm
correction.correctionForApprovalDialog.description,The description for the dialog when record correction sent by registration agent for approval,This will initiate a formal correction request for the selected record. Supporting documentation may be required.
correction.correctionForApprovalDialog.title,The title for the dialog when record correction sent by registration agent for approval,Request record correction?
correction.correctionReject.description,The description for reject correction modal,Rejecting this correction request will leave the original record unchanged. A reason for rejection should be provided.
correction.correctionReject.reason,Correction request rejection reason,Reason for rejection
correction.correctionRequest,Correction request text,Correction request
correction.corrector.anotherAgent,Label for another registration or field agent option in certificate correction form,Another registration agent or field agent
correction.corrector.birth.note,Birth correction note,Note: In the case that the child is now of legal age (18) then only they should be able to request a change to their birth record.
correction.corrector.bride,Label for bride option in certificate correction form,Bride
correction.corrector.child,Label for child option in certificate correction form,Child
correction.corrector.court,Label for court option in certificate correction form,Court
correction.corrector.description,The description for the dialog when details of the corrector not verified,"Please be aware that if you proceed, you will be responsible for making a change to this record without the necessary proof of identification"
correction.corrector.error,Error for corrector form,Please select who is correcting the certificate
correction.corrector.father,Label for father option in certificate correction form,Father
correction.corrector.groom,Label for groom option in certificate correction form,Groom
correction.corrector.informant,Label for informant option in certificate correction form,Informant ({informant})
correction.corrector.legalGuardian,Label for legal guardian option in certificate correction form,Legal guardian
correction.corrector.me,Label for registrar option in certificate correction form,Me (Registrar)
correction.corrector.mother,Label for mother option in certificate correction form,Mother
correction.corrector.others,Label for someone else option in certificate correction form,Someone else
correction.corrector.title,The title for the corrector form,Who is requesting a change to this record?
correction.informant.error,Error for corrector form,Please select who is informant
correction.label.verifyIdentity.cancel,Label for cancellation of identity verificationin correction request,No
correction.label.verifyIdentity.confirm,Label for verification of identity in correction request,Yes
correction.name,Certificate correction section name,Correction
correction.reason.additionalComment,Label for any additional comment for correction reason form,Any additional comment?
correction.reason.clericalError,Label for clerical error for correction reason form,Myself or an agent made a mistake (Clerical error)
correction.reason.error,Error for reason form,Please type the reason for change
correction.reason.judicialOrder,Label for judicial order for correction reason form,Requested to do so by the court (Judicial order)
correction.reason.materialError,Label for material error for correction reason form,Informant provided incorrect information (Material error)
correction.reason.materialOmission,Label for material omission for correction reason form,Informant did not provide this information (Material omission)
correction.reason.other,Label for other for correction reason form,Other
correction.reason.reasonForChange,Label for other reason for correction reason form,Reason for correction
correction.reason.title,The title for the correction reason form,What was the reason for making a correction?
correction.request,Status for application being requested for correction,Requested correction
correction.requesterOffice,Correction requester office label,Office
correction.submittedBy,Correction submitted by label,Submitter
correction.submittedOn,Correction submitted on label,Submitted on
correction.summary.addComments,Add Comments header for certificate correction summary,Add Comments
correction.summary.change,Change link label,Change
correction.summary.comments,Comments header for certificate correction summary,Comments
correction.summary.correction,Correction value table header for certificate correction summary,Correction
correction.summary.feesRequired,Fees required for certificate correction summary,Fees required?
correction.summary.feesRequiredNegative,Negative label for Fees required for certificate correction summary,No
correction.summary.feesRequiredPositive,Positive label for Fees required for certificate correction summary,Yes
correction.summary.idCheck,ID check header for certificate correction summary,ID check
correction.summary.idCheckForCorrection,The title for the dialog when details of the collector not verified for correction,Correct without proof of ID?
correction.summary.item,Corrected item table header for certificate correction summary,Item
correction.summary.office,Office where certificate correction summary was submitted,Office
correction.summary.original,Original value table header for certificate correction summary,Original
correction.summary.proofOfPayment,Proof of payment label fees payment document,Proof of payment
correction.summary.proofOfPaymentRequired,Validation for proof of payment document for certificate correction summary,Proof of payment is required
correction.summary.reasonForRequest,Reason for request header for certificate correction summary,Reason for request
correction.summary.requestedBy,Requested by header for certificate correction summary,Requested by
correction.summary.requestedOn,Date when certificate correction summary was submitted,Requested on
correction.summary.required,Payment and proof of payment input error,Required for correction
correction.summary.section.title,Corrections section title,Request correction(s)
correction.summary.submitter,Submitter of certificate correction summary,Submitter
