statisticalID,name,partOf,code,physicalType
fFaDMvpDDSG,Miponda Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
W2IXIkG5zFH,Mundubi Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
ABcUyezNjiu,Mwansakombe Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
JPvk3to3lLW,Nambale Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
SNB73xtSc9H,Shikamushile Rural Health Centre,Location/idR0pJWLqcR,HEALTH_FACILITY
cY0ExeKU9zM,Chinshinki Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
Na48iwprcRj,Chipili Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
e84HjdMPuOs,Chisheta Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
KeUh9W868Kb,Kabongo Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
EmpfjY6bRII,Kalundu Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
BqMR1kOfeZa,Kamami Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
MamVEbk3svG,Kaoma Makasa Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
NegKu98wuBb,Luminu Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
SPzrFtzD83O,Lupososhi Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
DUOUmsjKjPy,MimbuluHealth Post,Location/jCJxK8sFH40,HEALTH_FACILITY
Z2NGkmiOKz0,Mukabi Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
DGTbYecueeB,Mukanga Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
y5g5UOIekbe,Mukonshi Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
krc82I1RBcF,Mulunda Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
EIcZNbwIUP7,Mupeta Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
MLxowtKhnOt,Musalango Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
ZOchRWrgsdN,Musele Health Post,Location/jCJxK8sFH40,HEALTH_FACILITY
JQxmMJop7dI,Mutipula Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
U1cB77Ro8w0,Mwenda Rural Health Centre,Location/jCJxK8sFH40,HEALTH_FACILITY
thxSZm62CbT,Buli Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
UMFJpvlLVTn,Chama District Hospital,Location/ydyJb1RAy4U,HEALTH_FACILITY
bL6DCojCmfh,Chama Hospital Affiliated Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
ttOUWZVpeZQ,Chibale Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
bfyQToVApYb,Chifunda Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
UGhnk7JcnYM,Chigoma Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
Ye4TJDnlpJb,Chikwa Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
f9B913DB8K0,Chilubanama Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
kTiNWJDxN9u,Chitukula Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
buZB7Fcmo7S,Fulaza Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
UZLDUEhHb1u,Kalovya Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
NjEmIfrAVti,Kambombo Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
SHiENiDUTrE,Kambwili Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
myd7zyw1ocl,Kamfutu Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
mhkLgoddtIt,Kanyelele Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
rK7PWlnBaRS,Kapichilasenga Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
j2T2l15fqZC,Kapilingizya Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
CJ0nbEcseSR,Kasela Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
jiy3fKnMFRg,Lundu Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
uwXHGDzulWz,Manga Mission Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
Rlz618EA32z,Mapamba Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
Dhul2UUAQpp,Mphyanakunda Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
gWHlelRdxII,Mulilo Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
OC9Wb7txB6i,Mwalala Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
FUf4B6D0a28,Mwila Health Post,Location/ydyJb1RAy4U,HEALTH_FACILITY
fG4h9MfxAyM,Nthonkho Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
Xn1oEbyBNhr,Pondo Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
JZd2PkjXXj8,Sitwe Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
PVPj4sROxfb,Tembwe Rural Health Centre,Location/ydyJb1RAy4U,HEALTH_FACILITY
oEAPngMSIE3,Chinsali District Hospital,Location/nO68NTtcdw2,HEALTH_FACILITY
C513dA5CNF8,Chinsali Hospital Affiliated Health Centre,Location/nO68NTtcdw2,HEALTH_FACILITY
DTPBXVCb77t,Chunga Rural Health Centre,Location/nO68NTtcdw2,HEALTH_FACILITY
PbN0L5TMEcj,Kalela Health Post,Location/nO68NTtcdw2,HEALTH_FACILITY
wqCWnKvPBkJ,Kalwala Health Post,Location/nO68NTtcdw2,HEALTH_FACILITY
